Object Type,Package,Procedure,SQL Object Name,Target Table,Target Column,Source Table,Source Column,Transformation
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,D_MTD_PRIOR_CYCLE_DATE_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,D_MTD_PRIOR_CYCLE_DATE_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,D_QTD_PRIOR_CYCLE_DATE_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,D_QTD_PRIOR_CYCLE_DATE_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,D_YTD_PRIOR_CYCLE_DATE_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,D_YTD_PRIOR_CYCLE_DATE_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,FIC_MIS_DATE_R,,,Constant / Expression
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_ANNUALIZED_PREMIUM_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_ANNUALIZED_PREMIUM_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_BATCH_ID_R,,,Constant / Expression
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_CLIENT_COVERAGE_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_CLIENT_COVERAGE_COUNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_CLIENT_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_CLIENT_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_CLIENT_LOB_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_CLIENT_LOB_COUNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_CLIENT_POLICY_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_CLIENT_POLICY_COUNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_COVERAGE_LEVEL_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_COVERAGE_LEVEL_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_COVERAGE_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_COVERAGE_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_COVERAGE_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_COVERAGE_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_DEPENDENT_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_DEPENDENT_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_DEPENDENT_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_DEPENDENT_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_GROSS_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_GROSS_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_LOAD_RUN_ID_R,,,Constant / Expression
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_CLIENT_COV_CNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_CLIENT_COV_CNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_CLIENT_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_CLIENT_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_CLIENT_LOB_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_CLIENT_LOB_COUNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_CLIENT_POLICY_CNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_CLIENT_POLICY_CNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_COVERAGE_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_COVERAGE_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_COVERAGE_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_COVERAGE_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_DEPENDENT_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_DEPENDENT_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_DEPENDENT_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_DEPENDENT_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_POLICY_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_POLICY_COUNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_POLICY_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_POLICY_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_POLICY_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_POLICY_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_POL_COVERAGE_CNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_POL_COVERAGE_CNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_PREMIUM_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_PREMIUM_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CHG_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CHG_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_CLIENT_COV_CNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_CLIENT_COV_CNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_CLIENT_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_CLIENT_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_CLIENT_LOB_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_CLIENT_LOB_COUNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_CLIENT_POLICY_CNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_CLIENT_POLICY_CNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_COVERAGE_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_COVERAGE_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_COVERAGE_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_COVERAGE_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_DEPENDENT_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_DEPENDENT_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_DEPENDENT_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_DEPENDENT_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_POLICY_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_POLICY_COUNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_POLICY_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_POLICY_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_POLICY_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_POLICY_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_POL_COVERAGE_CNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_POL_COVERAGE_CNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_PREMIUM_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_PREMIUM_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_CURR_VOLUME_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_CURR_VOLUME_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_PRIOR_CLIENT_COV_CNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_PRIOR_CLIENT_COV_CNT_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_PRIOR_CLIENT_LIVES_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_PRIOR_CLIENT_LIVES_R,Direct
PKG Procedure,PKG_GRP_ANN_PREM_SUMMARY_R_INC,PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,PKG_GRP_ANN_PREM_SUMMARY_R_INC_PRC_GRP_FCT_RPT_ANN_PREM_SUMMARY_R_INC,FCT_RPT_ANN_PREM_SUMMARY_R,N_MTD_PRIOR_CLIENT_LOB_COUNT_R,FCT_RPT_ANN_PREM_SUMMARY_R_INC,N_MTD_PRIOR_CLIENT_LOB_COUNT_R,Direct
